record_id,date,hr,Cum_sum_registered,Cum_sum_cusual
9211,2012-01-24,16,1057457,253296
9212,2012-01-24,17,1057931,253337
9213,2012-01-24,18,1058322,253369
9214,2012-01-24,19,1058633,253389
9215,2012-01-24,20,1058844,253407
9216,2012-01-24,21,1058998,253425
9217,2012-01-24,22,1059109,253439
9218,2012-01-24,23,1059189,253458
9219,2012-01-25,0,1059214,253464
9220,2012-01-25,1,1059223,253468
9221,2012-01-25,2,1059226,253471
9222,2012-01-25,3,1059227,253471
9223,2012-01-25,4,1059231,253471
9224,2012-01-25,5,1059264,253471
9225,2012-01-25,6,1059351,253472
9226,2012-01-25,7,1059594,253486
9227,2012-01-25,8,1060089,253504
9228,2012-01-25,9,1060307,253522
9229,2012-01-25,10,1060418,253552
9230,2012-01-25,11,1060523,253604
9231,2012-01-25,12,1060670,253650
9232,2012-01-25,13,1060819,253713
9233,2012-01-25,14,1060926,253766
9234,2012-01-25,15,1061051,253796
9235,2012-01-25,16,1061268,253825
9236,2012-01-25,17,1061711,253852
9237,2012-01-25,18,1062126,253876
9238,2012-01-25,19,1062437,253881
9239,2012-01-25,20,1062662,253891
9240,2012-01-25,21,1062828,253910
9241,2012-01-25,22,1062929,253922
9242,2012-01-25,23,1062992,253925
9243,2012-01-26,0,1063014,253928
9244,2012-01-26,1,1063030,253933
9245,2012-01-26,2,1063036,253934
9246,2012-01-26,3,1063041,253935
9247,2012-01-26,4,1063044,253935
9248,2012-01-26,5,1063072,253935
9249,2012-01-26,6,1063160,253935
9250,2012-01-26,7,1063388,253946
9251,2012-01-26,8,1063902,253962
9252,2012-01-26,9,1064158,253980
9253,2012-01-26,10,1064250,253996
9254,2012-01-26,11,1064350,254007
9255,2012-01-26,12,1064486,254036
9256,2012-01-26,13,1064642,254053
9257,2012-01-26,14,1064754,254069
9258,2012-01-26,15,1064896,254091
9259,2012-01-26,16,1065105,254106
9260,2012-01-26,17,1065502,254122
9261,2012-01-26,18,1065896,254134
9262,2012-01-26,19,1066198,254145
9263,2012-01-26,20,1066414,254153
9264,2012-01-26,21,1066598,254161
9265,2012-01-26,22,1066737,254164
9266,2012-01-26,23,1066823,254169
9267,2012-01-27,0,1066855,254175
9268,2012-01-27,1,1066878,254181
9269,2012-01-27,2,1066889,254183
9270,2012-01-27,3,1066894,254186
9271,2012-01-27,4,1066897,254187
9272,2012-01-27,5,1066921,254187
9273,2012-01-27,6,1066993,254187
9274,2012-01-27,7,1067121,254193
9275,2012-01-27,8,1067327,254207
9276,2012-01-27,9,1067428,254213
9277,2012-01-27,10,1067545,254222
9278,2012-01-27,11,1067640,254232
9279,2012-01-27,12,1067795,254257
9280,2012-01-27,13,1067970,254283
9281,2012-01-27,14,1068123,254306
9282,2012-01-27,15,1068293,254333
9283,2012-01-27,16,1068534,254359
9284,2012-01-27,17,1068940,254375
9285,2012-01-27,18,1069303,254395
9286,2012-01-27,19,1069544,254405
9287,2012-01-27,20,1069697,254411
9288,2012-01-27,21,1069824,254419
9289,2012-01-27,22,1069932,254430
9290,2012-01-27,23,1070010,254438
9291,2012-01-28,0,1070078,254439
9292,2012-01-28,1,1070135,254440
9293,2012-01-28,2,1070173,254443
9294,2012-01-28,3,1070189,254444
9295,2012-01-28,4,1070197,254444
9296,2012-01-28,5,1070207,254444
9297,2012-01-28,6,1070219,254447
9298,2012-01-28,7,1070247,254450
9299,2012-01-28,8,1070329,254459
9300,2012-01-28,9,1070474,254472
9301,2012-01-28,10,1070638,254499
9302,2012-01-28,11,1070879,254554
9303,2012-01-28,12,1071123,254624
9304,2012-01-28,13,1071416,254704
9305,2012-01-28,14,1071655,254827
9306,2012-01-28,15,1071975,254917
9307,2012-01-28,16,1072251,255048
9308,2012-01-28,17,1072484,255105
9309,2012-01-28,18,1072685,255145
9310,2012-01-28,19,1072858,255178
9311,2012-01-28,20,1072973,255183
9312,2012-01-28,21,1073082,255201
9313,2012-01-28,22,1073179,255207
9314,2012-01-28,23,1073258,255213
9315,2012-01-29,0,1073339,255228
9316,2012-01-29,1,1073407,255233
9317,2012-01-29,2,1073455,255236
9318,2012-01-29,3,1073472,255240
9319,2012-01-29,4,1073477,255240
9320,2012-01-29,5,1073483,255241
9321,2012-01-29,6,1073487,255242
9322,2012-01-29,7,1073499,255242
9323,2012-01-29,8,1073560,255251
9324,2012-01-29,9,1073658,255264
9325,2012-01-29,10,1073811,255302
9326,2012-01-29,11,1074009,255359
9327,2012-01-29,12,1074224,255432
9328,2012-01-29,13,1074462,255510
9329,2012-01-29,14,1074691,255561
9330,2012-01-29,15,1074933,255629
9331,2012-01-29,16,1075201,255683
9332,2012-01-29,17,1075402,255716
9333,2012-01-29,18,1075553,255733
9334,2012-01-29,19,1075698,255747
9335,2012-01-29,20,1075796,255760
9336,2012-01-29,21,1075865,255760
9337,2012-01-29,22,1075922,255767
9338,2012-01-29,23,1075943,255771
9339,2012-01-30,0,1075953,255771
9340,2012-01-30,1,1075962,255771
9341,2012-01-30,2,1075968,255772
9342,2012-01-30,3,1075972,255772
9343,2012-01-30,4,1075977,255772
9344,2012-01-30,5,1076003,255772
9345,2012-01-30,6,1076083,255772
9346,2012-01-30,7,1076304,255776
9347,2012-01-30,8,1076785,255788
9348,2012-01-30,9,1076978,255793
9349,2012-01-30,10,1077060,255796
9350,2012-01-30,11,1077153,255802
9351,2012-01-30,12,1077282,255807
9352,2012-01-30,13,1077399,255822
9353,2012-01-30,14,1077499,255837
9354,2012-01-30,15,1077630,255844
9355,2012-01-30,16,1077840,255855
9356,2012-01-30,17,1078262,255871
9357,2012-01-30,18,1078661,255882
9358,2012-01-30,19,1078959,255890
9359,2012-01-30,20,1079138,255892
9360,2012-01-30,21,1079297,255895
9361,2012-01-30,22,1079389,255897
9362,2012-01-30,23,1079441,255897
9363,2012-01-31,0,1079456,255897
9364,2012-01-31,1,1079463,255898
9365,2012-01-31,2,1079465,255898
9366,2012-01-31,3,1079467,255898
9367,2012-01-31,4,1079468,255898
9368,2012-01-31,5,1079490,255898
9369,2012-01-31,6,1079594,255898
9370,2012-01-31,7,1079867,255904
9371,2012-01-31,8,1080365,255918
9372,2012-01-31,9,1080596,255948
9373,2012-01-31,10,1080706,255982
9374,2012-01-31,11,1080831,255996
9375,2012-01-31,12,1081012,256009
9376,2012-01-31,13,1081183,256036
9377,2012-01-31,14,1081325,256054
9378,2012-01-31,15,1081475,256081
9379,2012-01-31,16,1081752,256111
9380,2012-01-31,17,1082270,256152
9381,2012-01-31,18,1082756,256168
9382,2012-01-31,19,1083062,256190
9383,2012-01-31,20,1083285,256205
9384,2012-01-31,21,1083447,256208
9385,2012-01-31,22,1083565,256219
9386,2012-01-31,23,1083626,256221
9387,2012-02-01,0,1083657,256221
9388,2012-02-01,1,1083661,256221
9389,2012-02-01,2,1083667,256222
9390,2012-02-01,3,1083670,256222
9391,2012-02-01,4,1083671,256222
9392,2012-02-01,5,1083689,256222
9393,2012-02-01,6,1083756,256222
9394,2012-02-01,7,1083957,256229
9395,2012-02-01,8,1084462,256244
9396,2012-02-01,9,1084729,256253
9397,2012-02-01,10,1084853,256262
9398,2012-02-01,11,1084969,256289
9399,2012-02-01,12,1085122,256315
9400,2012-02-01,13,1085296,256327
9401,2012-02-01,14,1085455,256360
9402,2012-02-01,15,1085624,256385
9403,2012-02-01,16,1085885,256407
9404,2012-02-01,17,1086393,256438
9405,2012-02-01,18,1086907,256450
9406,2012-02-01,19,1087222,256470
9407,2012-02-01,20,1087476,256480
9408,2012-02-01,21,1087693,256496
9409,2012-02-01,22,1087826,256503
9410,2012-02-01,23,1087901,256525
9411,2012-02-02,0,1087925,256532
9412,2012-02-02,1,1087939,256535
9413,2012-02-02,2,1087946,256537
9414,2012-02-02,3,1087948,256537
9415,2012-02-02,4,1087949,256537
9416,2012-02-02,5,1087968,256537
9417,2012-02-02,6,1088041,256538
9418,2012-02-02,7,1088242,256542
9419,2012-02-02,8,1088678,256551
9420,2012-02-02,9,1088891,256566
9421,2012-02-02,10,1088963,256572
9422,2012-02-02,11,1089062,256578
9423,2012-02-02,12,1089202,256586
9424,2012-02-02,13,1089326,256599
9425,2012-02-02,14,1089455,256611
9426,2012-02-02,15,1089605,256635
9427,2012-02-02,16,1089816,256653
9428,2012-02-02,17,1090253,256666
9429,2012-02-02,18,1090646,256683
9430,2012-02-02,19,1090957,256699
9431,2012-02-02,20,1091161,256708
9432,2012-02-02,21,1091305,256712
9433,2012-02-02,22,1091411,256715
9434,2012-02-02,23,1091472,256715
9435,2012-02-03,0,1091509,256716
9436,2012-02-03,1,1091528,256719
9437,2012-02-03,2,1091534,256719
9438,2012-02-03,3,1091538,256719
9439,2012-02-03,4,1091540,256719
9440,2012-02-03,5,1091557,256719
9441,2012-02-03,6,1091645,256719
9442,2012-02-03,7,1091861,256729
9443,2012-02-03,8,1092290,256741
9444,2012-02-03,9,1092542,256759
9445,2012-02-03,10,1092656,256774
9446,2012-02-03,11,1092805,256789
9447,2012-02-03,12,1092996,256814
9448,2012-02-03,13,1093169,256839
9449,2012-02-03,14,1093317,256861
9450,2012-02-03,15,1093485,256909
9451,2012-02-03,16,1093760,256945
9452,2012-02-03,17,1094218,256975
9453,2012-02-03,18,1094586,256992
9454,2012-02-03,19,1094842,257003
9455,2012-02-03,20,1094997,257011
9456,2012-02-03,21,1095123,257019
9457,2012-02-03,22,1095239,257022
9458,2012-02-03,23,1095313,257025
9459,2012-02-04,0,1095389,257035
9460,2012-02-04,1,1095432,257035
9461,2012-02-04,2,1095470,257041
9462,2012-02-04,3,1095487,257042
9463,2012-02-04,4,1095492,257043
9464,2012-02-04,5,1095495,257044
9465,2012-02-04,6,1095499,257045
9466,2012-02-04,7,1095526,257046
9467,2012-02-04,8,1095612,257050
9468,2012-02-04,9,1095753,257066
9469,2012-02-04,10,1095946,257097
9470,2012-02-04,11,1096170,257143
9471,2012-02-04,12,1096430,257183
9472,2012-02-04,13,1096674,257241
9473,2012-02-04,14,1096903,257288
9474,2012-02-04,15,1097147,257349
9475,2012-02-04,16,1097270,257369
9476,2012-02-04,17,1097324,257382
9477,2012-02-04,18,1097382,257388
9478,2012-02-04,19,1097457,257393
9479,2012-02-04,20,1097530,257397
9480,2012-02-04,21,1097604,257401
9481,2012-02-04,22,1097695,257405
9482,2012-02-04,23,1097761,257409
9483,2012-02-05,0,1097819,257412
9484,2012-02-05,1,1097865,257417
9485,2012-02-05,2,1097924,257421
9486,2012-02-05,3,1097937,257425
9487,2012-02-05,4,1097946,257425
9488,2012-02-05,5,1097950,257425
9489,2012-02-05,6,1097954,257425
9490,2012-02-05,7,1097970,257425
9491,2012-02-05,8,1098028,257429
9492,2012-02-05,9,1098111,257438
9493,2012-02-05,10,1098249,257448
9494,2012-02-05,11,1098409,257470
9495,2012-02-05,12,1098632,257495
9496,2012-02-05,13,1098873,257528
9497,2012-02-05,14,1099076,257568
9498,2012-02-05,15,1099293,257623
9499,2012-02-05,16,1099554,257658
9500,2012-02-05,17,1099829,257689
9501,2012-02-05,18,1100000,257699
9502,2012-02-05,19,1100063,257705
9503,2012-02-05,20,1100110,257708
9504,2012-02-05,21,1100170,257714
9505,2012-02-05,22,1100352,257723
9506,2012-02-05,23,1100390,257727
9507,2012-02-06,0,1100404,257734
9508,2012-02-06,1,1100410,257734
9509,2012-02-06,2,1100413,257734
9510,2012-02-06,4,1100415,257734
9511,2012-02-06,5,1100432,257734
9512,2012-02-06,6,1100504,257734
9513,2012-02-06,7,1100733,257739
9514,2012-02-06,8,1101167,257749
9515,2012-02-06,9,1101436,257757
9516,2012-02-06,10,1101532,257777
9517,2012-02-06,11,1101636,257789
9518,2012-02-06,12,1101767,257808
9519,2012-02-06,13,1101891,257825
9520,2012-02-06,14,1102017,257839
9521,2012-02-06,15,1102163,257864
9522,2012-02-06,16,1102378,257877
9523,2012-02-06,17,1102795,257890
9524,2012-02-06,18,1103221,257901
9525,2012-02-06,19,1103505,257908
9526,2012-02-06,20,1103699,257915
9527,2012-02-06,21,1103842,257926
9528,2012-02-06,22,1103925,257930
9529,2012-02-06,23,1103968,257933
9530,2012-02-07,0,1103990,257934
9531,2012-02-07,1,1103996,257942
9532,2012-02-07,2,1104000,257942
9533,2012-02-07,3,1104001,257943
9534,2012-02-07,4,1104004,257943
9535,2012-02-07,5,1104019,257943
9536,2012-02-07,6,1104117,257945
9537,2012-02-07,7,1104410,257951
9538,2012-02-07,8,1104932,257958
9539,2012-02-07,9,1105210,257969
9540,2012-02-07,10,1105314,257981
9541,2012-02-07,11,1105434,257990
9542,2012-02-07,12,1105597,257999
9543,2012-02-07,13,1105766,258014
9544,2012-02-07,14,1105893,258025
9545,2012-02-07,15,1106026,258038
9546,2012-02-07,16,1106283,258057
9547,2012-02-07,17,1106777,258072
9548,2012-02-07,18,1107285,258082
9549,2012-02-07,19,1107612,258093
9550,2012-02-07,20,1107818,258099
9551,2012-02-07,21,1107988,258119
9552,2012-02-07,22,1108095,258130
9553,2012-02-07,23,1108144,258132
9554,2012-02-08,0,1108165,258134
9555,2012-02-08,1,1108174,258135
9556,2012-02-08,2,1108175,258135
9557,2012-02-08,3,1108176,258135
9558,2012-02-08,4,1108177,258135
9559,2012-02-08,5,1108197,258135
9560,2012-02-08,6,1108292,258138
9561,2012-02-08,7,1108568,258143
9562,2012-02-08,8,1109063,258156
9563,2012-02-08,9,1109308,258164
9564,2012-02-08,10,1109415,258165
9565,2012-02-08,11,1109512,258170
9566,2012-02-08,12,1109636,258184
9567,2012-02-08,13,1109747,258199
9568,2012-02-08,14,1109847,258207
9569,2012-02-08,15,1109896,258212
9570,2012-02-08,16,1109969,258214
9571,2012-02-08,17,1110116,258222
9572,2012-02-08,18,1110279,258226
9573,2012-02-08,19,1110437,258229
9574,2012-02-08,20,1110559,258232
9575,2012-02-08,21,1110685,258235
9576,2012-02-08,22,1110780,258238
9577,2012-02-08,23,1110837,258241
9578,2012-02-09,0,1110860,258244
9579,2012-02-09,1,1110870,258246
9580,2012-02-09,2,1110872,258246
9581,2012-02-09,3,1110876,258246
9582,2012-02-09,4,1110877,258246
9583,2012-02-09,5,1110895,258246
9584,2012-02-09,6,1110970,258247
9585,2012-02-09,7,1111233,258251
9586,2012-02-09,8,1111706,258262
9587,2012-02-09,9,1111935,258271
9588,2012-02-09,10,1112025,258278
9589,2012-02-09,11,1112120,258282
9590,2012-02-09,12,1112268,258292
9591,2012-02-09,13,1112412,258302
9592,2012-02-09,14,1112538,258320
9593,2012-02-09,15,1112658,258334
9594,2012-02-09,16,1112881,258349
9595,2012-02-09,17,1113268,258361
9596,2012-02-09,18,1113672,258374
9597,2012-02-09,19,1113959,258382
9598,2012-02-09,20,1114156,258384
9599,2012-02-09,21,1114325,258392
9600,2012-02-09,22,1114429,258395
9601,2012-02-09,23,1114504,258404
9602,2012-02-10,0,1114543,258408
9603,2012-02-10,1,1114554,258410
9604,2012-02-10,2,1114563,258417
9605,2012-02-10,3,1114568,258417
9606,2012-02-10,4,1114570,258417
9607,2012-02-10,5,1114587,258417
9608,2012-02-10,6,1114648,258420
9609,2012-02-10,7,1114873,258425
9610,2012-02-10,8,1115320,258426
9611,2012-02-10,9,1115585,258436
9612,2012-02-10,10,1115704,258441
9613,2012-02-10,11,1115838,258460
9614,2012-02-10,12,1116006,258468
9615,2012-02-10,13,1116176,258490
9616,2012-02-10,14,1116314,258498
9617,2012-02-10,15,1116478,258525
9618,2012-02-10,16,1116718,258553
9619,2012-02-10,17,1117099,258568
9620,2012-02-10,18,1117444,258582
9621,2012-02-10,19,1117690,258598
9622,2012-02-10,20,1117834,258605
9623,2012-02-10,21,1117942,258619
9624,2012-02-10,22,1118044,258630
9625,2012-02-10,23,1118108,258631
9626,2012-02-11,0,1118158,258634
9627,2012-02-11,1,1118201,258636
9628,2012-02-11,2,1118225,258638
9629,2012-02-11,3,1118234,258638
9630,2012-02-11,4,1118238,258638
9631,2012-02-11,5,1118240,258638
9632,2012-02-11,6,1118248,258639
9633,2012-02-11,7,1118267,258639
9634,2012-02-11,8,1118344,258640
9635,2012-02-11,9,1118429,258645
9636,2012-02-11,10,1118572,258668
9637,2012-02-11,11,1118729,258694
9638,2012-02-11,12,1118925,258719
9639,2012-02-11,13,1119142,258737
9640,2012-02-11,14,1119347,258775
9641,2012-02-11,15,1119459,258787
9642,2012-02-11,16,1119593,258799
9643,2012-02-11,17,1119724,258812
9644,2012-02-11,18,1119829,258815
9645,2012-02-11,19,1119914,258817
9646,2012-02-11,20,1119976,258818
9647,2012-02-11,21,1120019,258823
9648,2012-02-11,22,1120065,258823
9649,2012-02-11,23,1120085,258823
9650,2012-02-12,0,1120106,258823
9651,2012-02-12,1,1120130,258823
9652,2012-02-12,2,1120156,258824
9653,2012-02-12,3,1120170,258824
9654,2012-02-12,4,1120171,258824
9655,2012-02-12,5,1120174,258824
9656,2012-02-12,6,1120176,258824
9657,2012-02-12,7,1120194,258824
9658,2012-02-12,8,1120220,258824
9659,2012-02-12,9,1120280,258827
9660,2012-02-12,10,1120363,258835
9661,2012-02-12,11,1120484,258838
9662,2012-02-12,12,1120617,258845
9663,2012-02-12,13,1120745,258855
9664,2012-02-12,14,1120847,258864
9665,2012-02-12,15,1120997,258869
9666,2012-02-12,16,1121145,258885
9667,2012-02-12,17,1121228,258889
9668,2012-02-12,18,1121320,258893
9669,2012-02-12,19,1121398,258895
9670,2012-02-12,20,1121454,258896
9671,2012-02-12,21,1121490,258896
9672,2012-02-12,22,1121518,258896
9673,2012-02-12,23,1121541,258896
9674,2012-02-13,0,1121550,258896
9675,2012-02-13,1,1121556,258896
9676,2012-02-13,2,1121560,258896
9677,2012-02-13,3,1121561,258896
9678,2012-02-13,4,1121563,258896
9679,2012-02-13,5,1121580,258896
9680,2012-02-13,6,1121651,258897
9681,2012-02-13,7,1121845,258898
9682,2012-02-13,8,1122258,258902
9683,2012-02-13,9,1122456,258909
9684,2012-02-13,10,1122526,258910
9685,2012-02-13,11,1122611,258915
9686,2012-02-13,12,1122722,258922
9687,2012-02-13,13,1122851,258933
9688,2012-02-13,14,1122976,258943
9689,2012-02-13,15,1123121,258953
9690,2012-02-13,16,1123327,258958
9691,2012-02-13,17,1123726,258966
9692,2012-02-13,18,1124125,258972
9693,2012-02-13,19,1124381,258979
9694,2012-02-13,20,1124591,258983
9695,2012-02-13,21,1124736,258985
9696,2012-02-13,22,1124835,258988
9697,2012-02-13,23,1124869,258990
9698,2012-02-14,0,1124883,258990
9699,2012-02-14,1,1124889,258990
9700,2012-02-14,2,1124892,258990
9701,2012-02-14,3,1124895,258990
9702,2012-02-14,4,1124897,258990
9703,2012-02-14,5,1124917,258992
9704,2012-02-14,6,1125006,258993
9705,2012-02-14,7,1125282,258997
9706,2012-02-14,8,1125792,259000
9707,2012-02-14,9,1126048,259006
9708,2012-02-14,10,1126138,259014
9709,2012-02-14,11,1126245,259019
9710,2012-02-14,12,1126407,259029
9711,2012-02-14,13,1126574,259035
9712,2012-02-14,14,1126685,259048
9713,2012-02-14,15,1126823,259055
9714,2012-02-14,16,1127074,259070
9715,2012-02-14,17,1127578,259089
9716,2012-02-14,18,1127976,259097
9717,2012-02-14,19,1128246,259108
9718,2012-02-14,20,1128424,259114
9719,2012-02-14,21,1128529,259118
9720,2012-02-14,22,1128601,259123
9721,2012-02-14,23,1128656,259125
9722,2012-02-15,0,1128678,259125
9723,2012-02-15,1,1128683,259125
9724,2012-02-15,2,1128687,259125
9725,2012-02-15,3,1128690,259125
9726,2012-02-15,4,1128691,259125
9727,2012-02-15,5,1128716,259125
9728,2012-02-15,6,1128808,259128
9729,2012-02-15,7,1129126,259131
9730,2012-02-15,8,1129634,259138
9731,2012-02-15,9,1129860,259143
9732,2012-02-15,10,1129968,259155
9733,2012-02-15,11,1130093,259168
9734,2012-02-15,12,1130245,259179
9735,2012-02-15,13,1130404,259190
9736,2012-02-15,14,1130532,259196
9737,2012-02-15,15,1130696,259203
9738,2012-02-15,16,1130918,259212
9739,2012-02-15,17,1131388,259229
9740,2012-02-15,18,1131847,259238
9741,2012-02-15,19,1132149,259247
9742,2012-02-15,20,1132356,259251
9743,2012-02-15,21,1132526,259259
9744,2012-02-15,22,1132630,259262
9745,2012-02-15,23,1132684,259266
9746,2012-02-16,0,1132706,259267
9747,2012-02-16,1,1132711,259267
9748,2012-02-16,2,1132717,259268
9749,2012-02-16,3,1132718,259268
9750,2012-02-16,4,1132721,259268
9751,2012-02-16,5,1132741,259268
9752,2012-02-16,6,1132824,259272
9753,2012-02-16,7,1133109,259275
9754,2012-02-16,8,1133598,259284
9755,2012-02-16,9,1133797,259287
9756,2012-02-16,10,1133839,259289
9757,2012-02-16,11,1133908,259291
9758,2012-02-16,12,1133952,259292
9759,2012-02-16,13,1134014,259294
9760,2012-02-16,14,1134044,259295
9761,2012-02-16,15,1134094,259298
9762,2012-02-16,16,1134204,259306
9763,2012-02-16,17,1134485,259314
9764,2012-02-16,18,1134830,259322
9765,2012-02-16,19,1135084,259326
9766,2012-02-16,20,1135295,259331
9767,2012-02-16,21,1135437,259334
9768,2012-02-16,22,1135545,259337
9769,2012-02-16,23,1135615,259340
9770,2012-02-17,0,1135647,259342
9771,2012-02-17,1,1135663,259344
9772,2012-02-17,2,1135674,259345
9773,2012-02-17,3,1135675,259345
9774,2012-02-17,4,1135676,259345
9775,2012-02-17,5,1135692,259345
9776,2012-02-17,6,1135762,259346
9777,2012-02-17,7,1135984,259350
9778,2012-02-17,8,1136500,259354
9779,2012-02-17,9,1136775,259362
9780,2012-02-17,10,1136878,259375
9781,2012-02-17,11,1137011,259384
9782,2012-02-17,12,1137188,259405
9783,2012-02-17,13,1137359,259439
9784,2012-02-17,14,1137496,259472
9785,2012-02-17,15,1137676,259513
9786,2012-02-17,16,1137927,259569
9787,2012-02-17,17,1138356,259605
9788,2012-02-17,18,1138718,259620
9789,2012-02-17,19,1138984,259636
9790,2012-02-17,20,1139142,259649
9791,2012-02-17,21,1139256,259664
9792,2012-02-17,22,1139348,259679
9793,2012-02-17,23,1139420,259689
9794,2012-02-18,0,1139501,259694
9795,2012-02-18,1,1139539,259701
9796,2012-02-18,2,1139578,259707
9797,2012-02-18,3,1139593,259710
9798,2012-02-18,4,1139597,259713
9799,2012-02-18,5,1139598,259713
9800,2012-02-18,6,1139606,259714
9801,2012-02-18,7,1139639,259722
9802,2012-02-18,8,1139731,259732
9803,2012-02-18,9,1139847,259754
9804,2012-02-18,10,1140004,259802
9805,2012-02-18,11,1140188,259904
9806,2012-02-18,12,1140429,260032
9807,2012-02-18,13,1140648,260197
9808,2012-02-18,14,1140892,260380
9809,2012-02-18,15,1141162,260609
9810,2012-02-18,16,1141380,260795
9811,2012-02-18,17,1141602,260937
9812,2012-02-18,18,1141778,261007
9813,2012-02-18,19,1141928,261045
9814,2012-02-18,20,1142051,261070
9815,2012-02-18,21,1142140,261095
9816,2012-02-18,22,1142241,261112
9817,2012-02-18,23,1142303,261124
9818,2012-02-19,0,1142368,261133
9819,2012-02-19,1,1142430,261143
9820,2012-02-19,2,1142475,261146
9821,2012-02-19,3,1142487,261149
9822,2012-02-19,4,1142490,261149
9823,2012-02-19,5,1142491,261150
9824,2012-02-19,6,1142496,261150
9825,2012-02-19,7,1142508,261152
9826,2012-02-19,8,1142556,261160
9827,2012-02-19,9,1142629,261180
9828,2012-02-19,10,1142771,261229
9829,2012-02-19,11,1142915,261311
9830,2012-02-19,12,1143099,261382
9831,2012-02-19,13,1143296,261446
9832,2012-02-19,14,1143485,261494
9833,2012-02-19,15,1143653,261579
9834,2012-02-19,16,1143803,261641
9835,2012-02-19,17,1143938,261663
9836,2012-02-19,18,1144082,261686
9837,2012-02-19,19,1144183,261704
9838,2012-02-19,20,1144264,261726
9839,2012-02-19,21,1144297,261729
9840,2012-02-19,22,1144344,261737
9841,2012-02-19,23,1144374,261742
9842,2012-02-20,0,1144410,261747
9843,2012-02-20,1,1144422,261750
9844,2012-02-20,2,1144441,261751
9845,2012-02-20,3,1144449,261751
9846,2012-02-20,5,1144455,261751
9847,2012-02-20,6,1144464,261752
9848,2012-02-20,7,1144506,261754
9849,2012-02-20,8,1144617,261763
9850,2012-02-20,9,1144715,261775
9851,2012-02-20,10,1144828,261805
9852,2012-02-20,11,1144991,261850
9853,2012-02-20,12,1145207,261915
9854,2012-02-20,13,1145453,261981
9855,2012-02-20,14,1145659,262038
9856,2012-02-20,15,1145894,262092
9857,2012-02-20,16,1146110,262156
9858,2012-02-20,17,1146336,262183
9859,2012-02-20,18,1146551,262210
9860,2012-02-20,19,1146715,262218
9861,2012-02-20,20,1146832,262227
9862,2012-02-20,21,1146922,262235
9863,2012-02-20,22,1146975,262244
9864,2012-02-20,23,1147001,262244
9865,2012-02-21,0,1147012,262245
9866,2012-02-21,1,1147019,262245
9867,2012-02-21,2,1147022,262245
9868,2012-02-21,4,1147024,262245
9869,2012-02-21,5,1147039,262245
9870,2012-02-21,6,1147122,262248
9871,2012-02-21,7,1147395,262254
9872,2012-02-21,8,1147854,262259
9873,2012-02-21,9,1148065,262265
9874,2012-02-21,10,1148142,262273
9875,2012-02-21,11,1148223,262278
9876,2012-02-21,12,1148370,262294
9877,2012-02-21,13,1148493,262302
9878,2012-02-21,14,1148601,262318
9879,2012-02-21,15,1148738,262341
9880,2012-02-21,16,1148978,262355
9881,2012-02-21,17,1149389,262376
9882,2012-02-21,18,1149803,262387
9883,2012-02-21,19,1150102,262392
9884,2012-02-21,20,1150325,262396
9885,2012-02-21,21,1150472,262403
9886,2012-02-21,22,1150569,262406
9887,2012-02-21,23,1150615,262407
9888,2012-02-22,0,1150634,262412
9889,2012-02-22,1,1150638,262415
9890,2012-02-22,2,1150643,262416
9891,2012-02-22,3,1150646,262417
9892,2012-02-22,4,1150648,262417
9893,2012-02-22,5,1150677,262418
9894,2012-02-22,6,1150762,262423
9895,2012-02-22,7,1151054,262433
9896,2012-02-22,8,1151621,262442
9897,2012-02-22,9,1151862,262453
9898,2012-02-22,10,1151984,262470
9899,2012-02-22,11,1152133,262492
9900,2012-02-22,12,1152319,262513
9901,2012-02-22,13,1152494,262528
9902,2012-02-22,14,1152636,262563
9903,2012-02-22,15,1152797,262597
9904,2012-02-22,16,1153065,262627
9905,2012-02-22,17,1153551,262670
9906,2012-02-22,18,1154034,262712
9907,2012-02-22,19,1154339,262734
9908,2012-02-22,20,1154588,262759
9909,2012-02-22,21,1154808,262778
9910,2012-02-22,22,1154937,262796
9911,2012-02-22,23,1154994,262801
9912,2012-02-23,0,1155024,262813
9913,2012-02-23,1,1155036,262816
9914,2012-02-23,2,1155040,262821
9915,2012-02-23,3,1155044,262823
9916,2012-02-23,4,1155045,262823
9917,2012-02-23,5,1155075,262825
9918,2012-02-23,6,1155163,262828
9919,2012-02-23,7,1155480,262837
9920,2012-02-23,8,1156029,262848
9921,2012-02-23,9,1156257,262862
9922,2012-02-23,10,1156364,262903
9923,2012-02-23,11,1156492,262957
9924,2012-02-23,12,1156691,262982
9925,2012-02-23,13,1156879,263012
9926,2012-02-23,14,1157035,263048
9927,2012-02-23,15,1157206,263094
9928,2012-02-23,16,1157504,263139
9929,2012-02-23,17,1158065,263188
9930,2012-02-23,18,1158551,263224
9931,2012-02-23,19,1158900,263244
9932,2012-02-23,20,1159146,263267
9933,2012-02-23,21,1159351,263284
9934,2012-02-23,22,1159469,263303
9935,2012-02-23,23,1159540,263317
9936,2012-02-24,0,1159574,263329
9937,2012-02-24,1,1159589,263332
9938,2012-02-24,2,1159593,263333
9939,2012-02-24,3,1159598,263333
9940,2012-02-24,4,1159600,263333
9941,2012-02-24,5,1159625,263334
9942,2012-02-24,6,1159705,263336
9943,2012-02-24,7,1159970,263343
9944,2012-02-24,8,1160422,263360
9945,2012-02-24,9,1160651,263375
