,weathersit,temp,atemp,hum,windspeed
9723,1,0.3,0.3333,0.61,0.0
9724,1,0.28,0.3182,0.75,0.0
9725,1,0.28,0.2879,0.7,0.1045
9726,1,0.28,0.2879,0.7,0.1045
9727,1,0.3,0.303,0.61,0.1343
9728,2,0.3,0.2879,0.65,0.194
9729,1,0.32,0.2879,0.61,0.3582
9730,1,0.32,0.303,0.61,0.3284
9731,1,0.34,0.303,0.57,0.2985
9732,1,0.36,0.3333,0.53,0.2836
9733,1,0.38,0.3939,0.46,0.3881
9734,1,0.4,0.4091,0.43,0.2836
9735,1,0.42,0.4242,0.41,0.3582
9736,1,0.42,0.4242,0.41,0.2239
9737,1,0.42,0.4242,0.38,0.194
9738,1,0.42,0.4242,0.38,0.194
9739,1,0.4,0.4091,0.4,0.2239
9740,1,0.38,0.3939,0.43,0.1642
9741,1,0.36,0.3485,0.46,0.1642
9742,1,0.34,0.3333,0.53,0.1642
9743,1,0.34,0.3485,0.49,0.1045
9744,1,0.34,0.3485,0.53,0.0896
9745,2,0.3,0.303,0.7,0.1343
9746,2,0.3,0.3333,0.7,0.0
9747,2,0.3,0.3182,0.7,0.0896
9748,2,0.3,0.3333,0.61,0.0
9749,3,0.3,0.3182,0.7,0.0896
9750,2,0.3,0.3333,0.7,0.0
9751,2,0.3,0.3182,0.7,0.0896
9752,2,0.3,0.303,0.7,0.1343
9753,2,0.3,0.3182,0.7,0.0896
9754,2,0.3,0.303,0.7,0.1642
9755,3,0.32,0.3333,0.7,0.1343
9756,3,0.32,0.3333,0.7,0.1045
9757,3,0.32,0.3333,0.76,0.0896
9758,3,0.34,0.3182,0.71,0.2537
9759,3,0.32,0.3182,0.81,0.194
9760,3,0.34,0.3636,0.76,0.0
9761,3,0.34,0.3636,0.81,0.0
9762,3,0.34,0.3636,0.87,0.0
9763,3,0.34,0.3333,0.87,0.1343
9764,2,0.32,0.3182,0.87,0.1642
9765,2,0.32,0.3333,0.87,0.1343
9766,2,0.34,0.3485,0.81,0.1045
9767,2,0.32,0.3485,0.81,0.0
9768,1,0.32,0.3333,0.81,0.0896
9769,2,0.3,0.3333,0.87,0.0
9770,2,0.3,0.3333,0.93,0.0
9771,2,0.3,0.3182,0.93,0.1045
9772,2,0.28,0.2879,0.93,0.1045
9773,2,0.28,0.2727,0.93,0.194
9774,2,0.28,0.2727,0.93,0.1642
9775,2,0.28,0.2879,0.96,0.1343
9776,2,0.28,0.2879,0.93,0.1045
9777,2,0.26,0.303,1.0,0.0
9778,2,0.26,0.303,1.0,0.0
9779,1,0.34,0.3182,0.71,0.2836
9780,1,0.36,0.3333,0.62,0.4179
9781,1,0.38,0.3939,0.46,0.3881
9782,1,0.4,0.4091,0.43,0.3582
9783,1,0.4,0.4091,0.37,0.3582
9784,1,0.42,0.4242,0.35,0.4179
9785,1,0.42,0.4242,0.32,0.2985
9786,1,0.42,0.4242,0.32,0.3284
9787,1,0.4,0.4091,0.35,0.2537
9788,1,0.38,0.3939,0.37,0.2239
9789,1,0.4,0.4091,0.35,0.194
9790,1,0.38,0.3939,0.37,0.194
9791,1,0.36,0.3485,0.4,0.2239
9792,1,0.36,0.3485,0.4,0.194
9793,1,0.34,0.3333,0.42,0.1642
9794,1,0.32,0.3182,0.49,0.1642
9795,1,0.3,0.2879,0.61,0.2537
9796,1,0.28,0.2879,0.65,0.1045
9797,1,0.26,0.303,0.7,0.0
9798,1,0.24,0.2576,0.7,0.0896
9799,1,0.24,0.2879,0.7,0.0
9800,1,0.24,0.2879,0.7,0.0
9801,1,0.22,0.2727,0.87,0.0
9802,1,0.22,0.2424,0.8,0.1045
9803,1,0.26,0.2727,0.81,0.1045
9804,1,0.32,0.3333,0.57,0.1343
9805,1,0.36,0.3485,0.43,0.194
9806,1,0.4,0.4091,0.43,0.2836
9807,1,0.44,0.4394,0.35,0.3582
9808,1,0.42,0.4242,0.41,0.2537
9809,1,0.44,0.4394,0.44,0.3284
9810,1,0.48,0.4697,0.36,0.2836
9811,1,0.46,0.4545,0.38,0.2985
9812,1,0.44,0.4394,0.44,0.1642
9813,1,0.44,0.4394,0.44,0.1642
9814,1,0.44,0.4394,0.33,0.2985
9815,1,0.4,0.4091,0.4,0.4478
9816,2,0.36,0.3333,0.4,0.3881
9817,2,0.34,0.303,0.39,0.3582
9818,2,0.32,0.303,0.39,0.2537
9819,2,0.3,0.2879,0.36,0.2836
9820,2,0.3,0.2879,0.36,0.2239
9821,2,0.28,0.2576,0.41,0.3881
9822,2,0.26,0.2273,0.48,0.2985
9823,1,0.24,0.2121,0.52,0.3284
9824,2,0.24,0.2121,0.52,0.2836
9825,2,0.24,0.2273,0.56,0.194
9826,2,0.24,0.2273,0.56,0.2537
9827,2,0.26,0.2424,0.52,0.2537
9828,2,0.26,0.2273,0.56,0.3284
9829,2,0.28,0.2727,0.52,0.2537
9830,1,0.3,0.303,0.49,0.1642
9831,2,0.32,0.3182,0.45,0.194
9832,2,0.3,0.2879,0.49,0.194
9833,2,0.32,0.303,0.45,0.2836
9834,2,0.3,0.2879,0.49,0.2537
9835,2,0.3,0.2727,0.49,0.3284
9836,2,0.3,0.2879,0.52,0.2537
9837,2,0.3,0.2879,0.52,0.2836
9838,3,0.26,0.2576,0.65,0.1642
9839,3,0.24,0.2576,0.75,0.0896
9840,2,0.22,0.2273,0.93,0.1642
9841,2,0.24,0.2576,0.87,0.0896
9842,2,0.24,0.2576,0.87,0.0896
9843,2,0.24,0.2576,0.87,0.0896
9844,2,0.24,0.2273,0.81,0.194
9845,2,0.24,0.2121,0.6,0.3582
9846,1,0.24,0.197,0.52,0.4179
9847,2,0.22,0.197,0.55,0.3284
9848,1,0.2,0.1818,0.59,0.3582
9849,1,0.2,0.1818,0.59,0.3582
9850,1,0.22,0.197,0.55,0.4478
9851,1,0.26,0.2273,0.48,0.3582
9852,1,0.28,0.2727,0.45,0.2239
9853,1,0.3,0.2879,0.42,0.2836
9854,1,0.32,0.3182,0.36,0.194
9855,1,0.34,0.3182,0.34,0.2239
9856,1,0.36,0.3788,0.29,0.1045
9857,1,0.38,0.3939,0.27,0.2537
9858,1,0.34,0.3182,0.34,0.2239
9859,1,0.34,0.3182,0.34,0.2239
9860,1,0.34,0.3333,0.34,0.194
9861,1,0.3,0.303,0.39,0.1642
9862,1,0.3,0.3182,0.45,0.0896
9863,1,0.3,0.3333,0.39,0.0
9864,1,0.26,0.303,0.65,0.0
9865,1,0.26,0.303,0.56,0.0
9866,1,0.24,0.2879,0.6,0.0
9867,1,0.22,0.2727,0.64,0.0
9868,1,0.2,0.2576,0.69,0.0
9869,1,0.2,0.2576,0.75,0.0
9870,1,0.22,0.2727,0.64,0.0
9871,1,0.2,0.2273,0.69,0.0896
9872,1,0.2,0.2273,0.75,0.1045
9873,1,0.24,0.2273,0.7,0.194
9874,2,0.26,0.2424,0.7,0.2836
9875,2,0.3,0.2727,0.56,0.3881
9876,1,0.34,0.303,0.49,0.4179
9877,2,0.32,0.2879,0.53,0.3881
9878,1,0.34,0.303,0.49,0.4179
9879,1,0.36,0.3333,0.46,0.4179
9880,1,0.38,0.3939,0.4,0.4478
9881,1,0.38,0.3939,0.4,0.4478
9882,1,0.36,0.3333,0.46,0.2985
9883,1,0.34,0.3182,0.53,0.2537
9884,1,0.34,0.3333,0.61,0.1642
9885,2,0.34,0.3333,0.71,0.194
9886,1,0.32,0.303,0.66,0.2239
9887,1,0.32,0.303,0.66,0.2239
9888,1,0.32,0.3333,0.7,0.1343
9889,1,0.34,0.3182,0.66,0.2836
9890,2,0.34,0.3182,0.71,0.2239
9891,1,0.34,0.3333,0.71,0.1642
9892,1,0.32,0.3333,0.7,0.1045
9893,1,0.32,0.3182,0.76,0.1642
9894,1,0.32,0.3333,0.76,0.0896
9895,1,0.3,0.3182,0.75,0.0896
9896,1,0.32,0.3333,0.7,0.0896
9897,1,0.34,0.3485,0.71,0.0896
9898,1,0.36,0.3485,0.66,0.1642
9899,1,0.4,0.4091,0.62,0.2836
9900,1,0.42,0.4242,0.54,0.2985
9901,1,0.44,0.4394,0.54,0.3284
9902,1,0.5,0.4848,0.31,0.4179
9903,1,0.52,0.5,0.29,0.4627
9904,1,0.52,0.5,0.32,0.3881
9905,2,0.48,0.4697,0.41,0.3284
9906,2,0.46,0.4545,0.44,0.2836
9907,2,0.44,0.4394,0.47,0.194
9908,2,0.48,0.4697,0.33,0.2836
9909,2,0.44,0.4394,0.47,0.2537
9910,2,0.46,0.4545,0.41,0.2836
9911,2,0.44,0.4394,0.47,0.2537
9912,2,0.44,0.4394,0.58,0.2836
9913,2,0.44,0.4394,0.62,0.2239
9914,3,0.44,0.4394,0.67,0.194
9915,1,0.4,0.4091,0.76,0.2239
9916,1,0.4,0.4091,0.76,0.2239
9917,1,0.36,0.3485,0.87,0.194
9918,1,0.36,0.3485,0.81,0.2239
9919,1,0.34,0.3333,0.87,0.194
9920,1,0.36,0.3333,0.81,0.2537
9921,1,0.42,0.4242,0.67,0.194
9922,1,0.48,0.4697,0.48,0.2836
9923,1,0.5,0.4848,0.42,0.2537
9924,1,0.52,0.5,0.39,0.194
9925,1,0.54,0.5152,0.37,0.2537
9926,1,0.54,0.5152,0.33,0.1343
9927,1,0.56,0.5303,0.32,0.0
9928,1,0.54,0.5152,0.32,0.1642
9929,1,0.54,0.5152,0.37,0.1343
9930,1,0.5,0.4848,0.39,0.0896
9931,1,0.46,0.4545,0.44,0.1343
9932,1,0.44,0.4394,0.51,0.2239
9933,1,0.44,0.4394,0.54,0.2537
9934,1,0.44,0.4394,0.54,0.0
9935,2,0.44,0.4394,0.58,0.0896
9936,1,0.44,0.4394,0.62,0.194
9937,3,0.42,0.4242,0.77,0.2836
9938,1,0.42,0.4242,0.82,0.1343
9939,1,0.4,0.4091,0.87,0.1343
9940,2,0.4,0.4091,0.87,0.194
9941,2,0.4,0.4091,0.87,0.1642
9942,2,0.4,0.4091,0.76,0.2239
9943,2,0.38,0.3939,0.76,0.3284
9944,3,0.36,0.3333,0.81,0.2537
9945,3,0.36,0.3485,0.81,0.1642
9946,2,0.36,0.3636,0.81,0.1045
9947,2,0.4,0.4091,0.76,0.1343
9948,2,0.42,0.4242,0.71,0.1045
9949,2,0.46,0.4545,0.67,0.1045
9950,3,0.4,0.4091,0.87,0.194
9951,3,0.4,0.4091,0.87,0.194
9952,3,0.42,0.4242,0.94,0.1045
9953,2,0.42,0.4242,0.94,0.0
9954,2,0.44,0.4394,0.88,0.1045
9955,1,0.44,0.4394,0.62,0.4179
9956,1,0.42,0.4242,0.35,0.806
9957,1,0.4,0.4091,0.37,0.5821
9958,1,0.38,0.3939,0.37,0.6866
9959,1,0.36,0.3333,0.43,0.3881
9960,1,0.34,0.303,0.42,0.3582
9961,1,0.32,0.303,0.45,0.2537
9962,1,0.3,0.2727,0.45,0.2985
9963,1,0.3,0.2727,0.42,0.3284
9964,2,0.3,0.2727,0.42,0.2985
9965,2,0.3,0.2727,0.42,0.2985
9966,1,0.28,0.2424,0.45,0.4478
9967,1,0.26,0.2273,0.48,0.2985
9968,3,0.22,0.197,0.75,0.3284
9969,1,0.26,0.2273,0.6,0.3582
9970,1,0.3,0.2576,0.39,0.6119
9971,1,0.32,0.2727,0.29,0.6567
9972,1,0.32,0.2879,0.31,0.4925
9973,1,0.32,0.2727,0.29,0.5522
9974,1,0.32,0.2879,0.29,0.4179
9975,1,0.32,0.2727,0.26,0.5821
9976,1,0.3,0.2727,0.33,0.3582
9977,1,0.3,0.2576,0.28,0.5821
9978,1,0.26,0.2121,0.33,0.4478
9979,1,0.26,0.2121,0.3,0.5522
9980,1,0.24,0.2121,0.35,0.3284
9981,1,0.24,0.197,0.38,0.4627
9982,1,0.24,0.197,0.41,0.4179
9983,1,0.24,0.2121,0.41,0.3582
9984,1,0.24,0.2121,0.44,0.3284
9985,1,0.24,0.2121,0.44,0.3284
9986,1,0.24,0.2273,0.41,0.194
9987,1,0.24,0.2273,0.41,0.194
9988,1,0.22,0.2121,0.44,0.2239
9989,1,0.22,0.197,0.44,0.3284
9990,1,0.2,0.1818,0.51,0.2985
9991,1,0.2,0.197,0.51,0.2537
9992,1,0.22,0.2121,0.47,0.2239
9993,1,0.26,0.2576,0.41,0.1642
9994,1,0.28,0.2576,0.41,0.2836
9995,1,0.3,0.303,0.39,0.1343
9996,1,0.32,0.3333,0.36,0.0
9997,1,0.34,0.3485,0.31,0.0
9998,1,0.36,0.3485,0.29,0.0
9999,1,0.36,0.3333,0.32,0.2537
10000,1,0.36,0.3485,0.32,0.2239
10001,1,0.34,0.3182,0.36,0.2836
10002,1,0.34,0.3333,0.34,0.1642
10003,1,0.32,0.3182,0.42,0.1642
10004,1,0.3,0.303,0.45,0.1343
10005,1,0.3,0.2879,0.42,0.2239
10006,1,0.26,0.2576,0.56,0.1642
10007,1,0.26,0.2424,0.6,0.2537
10008,1,0.26,0.2576,0.65,0.2239
10009,1,0.26,0.2273,0.7,0.2985
10010,1,0.24,0.2424,0.75,0.1642
10011,1,0.22,0.2273,0.8,0.1343
10012,1,0.22,0.2273,0.8,0.1343
10013,1,0.24,0.2273,0.7,0.2537
10014,1,0.24,0.2273,0.6,0.2239
10015,1,0.24,0.2424,0.6,0.0
10016,1,0.26,0.2576,0.6,0.194
10017,1,0.32,0.303,0.45,0.2537
10018,1,0.36,0.3333,0.43,0.2537
10019,1,0.4,0.4091,0.37,0.2985
10020,1,0.4,0.4091,0.43,0.2836
10021,1,0.46,0.4545,0.36,0.2836
10022,1,0.52,0.5,0.25,0.4179
10023,1,0.54,0.5152,0.26,0.4478
10024,1,0.54,0.5152,0.24,0.4478
10025,1,0.52,0.5,0.27,0.4179
10026,1,0.5,0.4848,0.29,0.3881
10027,1,0.48,0.4697,0.33,0.3582
10028,1,0.46,0.4545,0.36,0.2836
10029,1,0.44,0.4394,0.44,0.2537
10030,1,0.42,0.4242,0.5,0.1642
10031,1,0.42,0.4242,0.54,0.1343
10032,1,0.38,0.3939,0.62,0.1642
10033,1,0.4,0.4091,0.54,0.1045
10034,1,0.4,0.4091,0.32,0.3582
10035,1,0.32,0.2879,0.42,0.3582
10036,1,0.32,0.2879,0.42,0.3582
10037,1,0.3,0.2727,0.45,0.3284
10038,1,0.28,0.2576,0.45,0.2985
10039,1,0.26,0.2424,0.48,0.2836
10040,1,0.28,0.2576,0.45,0.3582
10041,1,0.3,0.2727,0.42,0.2985
10042,1,0.34,0.3182,0.36,0.2537
10043,1,0.36,0.3485,0.34,0.1343
10044,1,0.36,0.3636,0.32,0.1045
10045,1,0.4,0.4091,0.28,0.1045
10046,1,0.42,0.4242,0.26,0.0896
10047,1,0.42,0.4242,0.28,0.0896
10048,1,0.42,0.4242,0.26,0.0896
10049,1,0.42,0.4242,0.28,0.1642
10050,1,0.42,0.4242,0.26,0.0
10051,1,0.4,0.4091,0.3,0.1343
10052,1,0.34,0.3485,0.46,0.1045
10053,1,0.34,0.3485,0.46,0.1045
10054,1,0.32,0.303,0.53,0.2239
10055,1,0.32,0.3333,0.53,0.1045
10056,1,0.32,0.3333,0.49,0.1045
10057,1,0.3,0.2879,0.56,0.2239
10058,1,0.28,0.303,0.7,0.0896
10059,1,0.26,0.2879,0.75,0.0896
10060,2,0.28,0.303,0.75,0.0896
10061,2,0.26,0.2727,0.81,0.1343
10062,2,0.28,0.2879,0.75,0.1045
10063,3,0.3,0.303,0.81,0.1642
10064,3,0.3,0.303,0.81,0.1642
10065,3,0.3,0.2879,0.87,0.194
10066,3,0.32,0.303,0.93,0.3284
10067,2,0.36,0.3333,0.93,0.3582
10068,2,0.36,0.3333,0.93,0.3582
10069,2,0.4,0.4091,0.82,0.2836
10070,3,0.4,0.4091,0.82,0.2239
10071,2,0.4,0.4091,0.87,0.1642
10072,3,0.4,0.4091,0.87,0.0
10073,2,0.4,0.4091,0.87,0.1045
10074,3,0.42,0.4242,0.88,0.1642
10075,3,0.42,0.4242,0.88,0.1642
10076,3,0.42,0.4242,0.94,0.2537
10077,3,0.42,0.4242,0.94,0.2537
10078,2,0.42,0.4242,0.94,0.0
10079,3,0.46,0.4545,0.94,0.1045
10080,2,0.46,0.4545,0.94,0.2836
10081,1,0.46,0.4545,0.94,0.2239
10082,1,0.48,0.4697,0.88,0.194
10083,1,0.48,0.4697,0.88,0.1642
10084,2,0.42,0.4242,0.94,0.0
10085,2,0.44,0.4394,0.94,0.1343
10086,1,0.42,0.4242,0.94,0.1343
10087,1,0.46,0.4545,0.77,0.2537
10088,1,0.52,0.5,0.55,0.1642
10089,1,0.56,0.5303,0.43,0.194
10090,1,0.56,0.5303,0.37,0.2239
10091,1,0.58,0.5455,0.32,0.2537
10092,1,0.58,0.5455,0.35,0.2239
10093,1,0.6,0.6212,0.31,0.2537
10094,1,0.58,0.5455,0.32,0.2985
10095,1,0.56,0.5303,0.35,0.2985
10096,1,0.54,0.5152,0.34,0.3582
10097,1,0.48,0.4697,0.41,0.3284
10098,1,0.44,0.4394,0.44,0.4179
10099,1,0.42,0.4242,0.47,0.4627
10100,1,0.38,0.3939,0.5,0.2537
10101,1,0.36,0.3485,0.5,0.2239
10102,1,0.34,0.3333,0.53,0.1642
10103,1,0.34,0.3182,0.49,0.2239
10104,1,0.34,0.3182,0.53,0.2836
10105,1,0.32,0.3182,0.57,0.194
10106,1,0.32,0.3485,0.61,0.0
10107,1,0.3,0.3333,0.7,0.0
10108,1,0.3,0.3333,0.7,0.0
10109,1,0.3,0.3333,0.7,0.0
10110,1,0.28,0.303,0.75,0.0896
10111,1,0.3,0.3333,0.81,0.0
10112,1,0.36,0.3485,0.5,0.1642
10113,1,0.38,0.3939,0.46,0.194
10114,1,0.4,0.4091,0.43,0.1642
10115,1,0.42,0.4242,0.44,0.2239
10116,2,0.44,0.4394,0.44,0.2836
10117,2,0.42,0.4242,0.5,0.2985
10118,3,0.4,0.4091,0.58,0.2985
10119,3,0.36,0.3485,0.81,0.2239
10120,3,0.36,0.3485,0.87,0.194
10121,3,0.36,0.3485,0.87,0.194
10122,2,0.36,0.3485,0.87,0.194
10123,3,0.36,0.3636,0.87,0.0896
10124,2,0.36,0.3788,0.87,0.0
10125,2,0.36,0.3788,0.87,0.0
10126,3,0.36,0.3636,0.93,0.0896
10127,3,0.36,0.3788,0.93,0.0
10128,3,0.36,0.3636,0.93,0.0896
10129,2,0.36,0.3485,0.93,0.1642
10130,2,0.36,0.3485,0.93,0.194
10131,2,0.36,0.3636,0.93,0.0896
10132,2,0.36,0.3636,0.93,0.0896
10133,2,0.36,0.3485,0.93,0.1343
10134,3,0.36,0.3788,0.93,0.0
10135,3,0.38,0.3939,0.87,0.0896
10136,2,0.4,0.4091,0.87,0.0
10137,2,0.4,0.4091,0.87,0.0896
10138,2,0.42,0.4242,0.67,0.2537
10139,1,0.44,0.4394,0.51,0.2836
10140,2,0.46,0.4545,0.44,0.3582
10141,1,0.48,0.4697,0.29,0.2985
10142,1,0.5,0.4848,0.27,0.2985
10143,1,0.5,0.4848,0.23,0.3284
10144,1,0.5,0.4848,0.25,0.2537
10145,1,0.46,0.4545,0.33,0.1642
10146,1,0.44,0.4394,0.3,0.1343
10147,1,0.46,0.4545,0.19,0.3284
10148,1,0.44,0.4394,0.21,0.1343
10149,1,0.42,0.4242,0.24,0.0
10150,2,0.4,0.4091,0.3,0.3582
10151,2,0.38,0.3939,0.34,0.194
10152,2,0.36,0.3485,0.4,0.1642
10153,2,0.36,0.3485,0.43,0.1343
10154,2,0.34,0.3333,0.46,0.194
10155,2,0.34,0.3182,0.46,0.2239
10156,2,0.3,0.2727,0.52,0.2985
10157,2,0.3,0.2727,0.52,0.2985
10158,1,0.3,0.2727,0.52,0.3284
10159,1,0.3,0.2727,0.49,0.4478
10160,1,0.3,0.2727,0.49,0.3284
10161,1,0.32,0.2879,0.45,0.3881
10162,1,0.34,0.303,0.42,0.3582
10163,1,0.36,0.3333,0.37,0.3582
10164,1,0.36,0.3333,0.34,0.3582
10165,1,0.36,0.3182,0.32,0.5224
10166,1,0.36,0.3182,0.29,0.4925
10167,1,0.34,0.2879,0.31,0.5522
10168,1,0.32,0.2727,0.33,0.6119
10169,1,0.3,0.2576,0.36,0.4925
10170,1,0.28,0.2727,0.38,0.2537
10171,1,0.28,0.2727,0.36,0.2239
10172,1,0.26,0.2424,0.41,0.2537
10173,1,0.26,0.2576,0.41,0.194
10174,1,0.24,0.2273,0.44,0.194
10175,1,0.24,0.2424,0.48,0.1343
10176,1,0.24,0.2424,0.48,0.1343
10177,1,0.22,0.2273,0.51,0.1642
10178,1,0.2,0.2273,0.55,0.0896
10179,1,0.2,0.2273,0.55,0.0896
10180,1,0.18,0.197,0.59,0.1343
10181,1,0.18,0.197,0.59,0.1343
10182,1,0.2,0.2273,0.59,0.1045
10183,2,0.22,0.2576,0.6,0.0896
10184,2,0.24,0.2576,0.6,0.0
10185,2,0.26,0.2727,0.56,0.1343
10186,2,0.26,0.303,0.52,0.0
10187,2,0.26,0.2576,0.55,0.2985
10188,2,0.28,0.2576,0.57,0.3582
10189,2,0.3,0.2879,0.53,0.194
10190,1,0.3,0.2727,0.45,0.2985
10191,3,0.3,0.2727,0.45,0.2985
10192,3,0.28,0.2273,0.55,0.6567
10193,1,0.26,0.2576,0.53,0.2239
10194,1,0.26,0.2273,0.37,0.4627
10195,1,0.26,0.2273,0.37,0.3881
10196,1,0.24,0.2121,0.35,0.3284
10197,1,0.22,0.1818,0.37,0.5821
10198,1,0.22,0.2121,0.37,0.2985
10199,1,0.2,0.197,0.44,0.2537
10200,1,0.2,0.197,0.44,0.2239
10201,1,0.18,0.1667,0.51,0.2836
10202,1,0.18,0.1667,0.51,0.2985
10203,1,0.18,0.1818,0.51,0.2239
10204,1,0.18,0.2121,0.51,0.1045
10205,1,0.16,0.1818,0.55,0.1343
10206,1,0.16,0.1818,0.59,0.1045
10207,1,0.22,0.2727,0.47,0.0
10208,1,0.24,0.2576,0.44,0.0
10209,1,0.26,0.2576,0.41,0.1642
10210,1,0.26,0.2727,0.41,0.1045
10211,1,0.3,0.303,0.39,0.1343
10212,1,0.32,0.303,0.36,0.2239
10213,1,0.34,0.303,0.36,0.2985
10214,1,0.36,0.3333,0.32,0.2836
10215,1,0.36,0.3333,0.34,0.2836
10216,1,0.34,0.303,0.42,0.3284
10217,1,0.34,0.303,0.46,0.2985
10218,1,0.32,0.3182,0.49,0.194
10219,1,0.32,0.3182,0.49,0.194
10220,1,0.28,0.2727,0.56,0.1642
10221,1,0.28,0.2727,0.61,0.2239
10222,1,0.28,0.2576,0.65,0.2836
10223,1,0.3,0.2727,0.61,0.2985
10224,1,0.3,0.2879,0.56,0.2836
10225,1,0.3,0.2727,0.56,0.3582
10226,1,0.28,0.2576,0.61,0.3284
10227,1,0.28,0.2576,0.56,0.2985
10228,1,0.28,0.2576,0.61,0.3881
10229,1,0.26,0.2273,0.65,0.3881
10230,1,0.28,0.2576,0.61,0.2985
10231,1,0.3,0.2727,0.61,0.3284
10232,1,0.36,0.3333,0.5,0.2985
10233,1,0.42,0.4242,0.38,0.2985
10234,1,0.44,0.4394,0.38,0.3881
10235,1,0.5,0.4848,0.34,0.4179
10236,1,0.52,0.5,0.36,0.3284
10237,1,0.54,0.5152,0.37,0.4478
10238,1,0.56,0.5303,0.37,0.4179
10239,1,0.56,0.5303,0.43,0.4925
10240,1,0.56,0.5303,0.4,0.4627
10241,1,0.54,0.5152,0.42,0.3582
10242,1,0.5,0.4848,0.51,0.2537
10243,1,0.44,0.4394,0.62,0.2537
10244,1,0.46,0.4545,0.59,0.2985
10245,1,0.44,0.4394,0.62,0.3284
10246,1,0.44,0.4394,0.62,0.3284
10247,1,0.46,0.4545,0.63,0.3284
10248,1,0.46,0.4545,0.63,0.3881
10249,1,0.46,0.4545,0.63,0.3881
10250,1,0.44,0.4394,0.72,0.2836
10251,1,0.42,0.4242,0.77,0.2239
10252,1,0.42,0.4242,0.77,0.2537
10253,1,0.42,0.4242,0.77,0.3582
10254,1,0.44,0.4394,0.77,0.3881
10255,1,0.46,0.4545,0.72,0.4627
10256,1,0.5,0.4848,0.68,0.4627
10257,2,0.54,0.5152,0.6,0.4627
10258,2,0.56,0.5303,0.6,0.4478
10259,2,0.6,0.6212,0.49,0.6418
10260,2,0.62,0.6212,0.43,0.6418
10261,1,0.64,0.6212,0.38,0.6866
10262,2,0.62,0.6212,0.41,0.6418
10263,1,0.62,0.6212,0.38,0.6567
10264,2,0.62,0.6212,0.38,0.5522
10265,2,0.6,0.6212,0.4,0.4478
10266,2,0.6,0.6212,0.43,0.3881
10267,1,0.6,0.6212,0.43,0.3881
10268,1,0.56,0.5303,0.49,0.3284
10269,2,0.56,0.5303,0.49,0.4478
10270,2,0.58,0.5455,0.49,0.4627
10271,3,0.56,0.5303,0.52,0.4925
10272,3,0.48,0.4697,0.77,0.4179
10273,1,0.46,0.4545,0.77,0.5224
10274,3,0.4,0.4091,0.66,0.2836
10275,3,0.4,0.4091,0.66,0.2836
10276,2,0.4,0.4091,0.5,0.3582
10277,2,0.38,0.3939,0.4,0.2985
10278,2,0.34,0.2879,0.42,0.5224
10279,2,0.34,0.2879,0.42,0.5224
10280,2,0.34,0.2879,0.36,0.4925
10281,2,0.36,0.3333,0.34,0.3582
10282,1,0.36,0.3333,0.34,0.4179
10283,2,0.38,0.3939,0.29,0.3881
10284,1,0.42,0.4242,0.28,0.4627
10285,1,0.46,0.4545,0.24,0.2537
10286,1,0.48,0.4697,0.23,0.4179
10287,1,0.46,0.4545,0.24,0.3881
10288,1,0.44,0.4394,0.26,0.5224
10289,1,0.42,0.4242,0.28,0.6119
10290,1,0.38,0.3939,0.32,0.3582
10291,1,0.36,0.3333,0.34,0.3284
10292,1,0.34,0.2879,0.31,0.4925
10293,1,0.32,0.303,0.33,0.2985
10294,1,0.3,0.2727,0.36,0.3582
10295,1,0.3,0.2879,0.36,0.2537
10296,1,0.26,0.2424,0.41,0.2537
10297,1,0.26,0.2273,0.41,0.2985
10298,1,0.24,0.2121,0.41,0.3582
10299,1,0.22,0.2121,0.42,0.2836
10300,1,0.22,0.2121,0.44,0.2836
10301,1,0.22,0.2121,0.44,0.2537
10302,1,0.22,0.2121,0.44,0.2985
10303,1,0.24,0.2121,0.41,0.3284
10304,1,0.26,0.2273,0.35,0.4179
10305,1,0.3,0.2727,0.33,0.3284
10306,1,0.3,0.2727,0.33,0.3284
10307,1,0.32,0.303,0.29,0.2836
10308,1,0.34,0.3182,0.27,0.2836
10309,1,0.34,0.3636,0.25,0.0
10310,1,0.36,0.3636,0.23,0.0
10311,1,0.36,0.3788,0.23,0.0
10312,1,0.36,0.3636,0.21,0.0896
10313,1,0.34,0.3636,0.25,0.0
10314,1,0.32,0.3333,0.33,0.1343
10315,1,0.3,0.2879,0.39,0.2239
10316,1,0.26,0.2576,0.44,0.1642
10317,1,0.26,0.2576,0.41,0.194
10318,1,0.26,0.2879,0.44,0.0896
10319,1,0.24,0.2424,0.52,0.1642
10320,1,0.24,0.2424,0.6,0.1343
10321,1,0.24,0.2424,0.6,0.1343
10322,1,0.24,0.2424,0.6,0.1642
10323,1,0.24,0.2424,0.7,0.1642
10324,1,0.22,0.2273,0.69,0.1343
10325,1,0.22,0.2273,0.69,0.1343
10326,1,0.26,0.2576,0.6,0.2239
10327,1,0.32,0.303,0.49,0.2836
10328,1,0.36,0.3333,0.43,0.2836
10329,1,0.4,0.4091,0.37,0.2985
10330,1,0.42,0.4242,0.41,0.2985
10331,1,0.46,0.4545,0.31,0.2836
10332,1,0.5,0.4848,0.29,0.2985
10333,1,0.5,0.4848,0.31,0.3582
10334,1,0.52,0.5,0.27,0.2985
10335,1,0.52,0.5,0.29,0.2836
10336,1,0.5,0.4848,0.31,0.2836
10337,1,0.44,0.4394,0.47,0.2239
